caseid,race,vote2020,faminc,fips,wait,land_area,county_name,state,county_pop,income_county,region
1254068751,1,"2","3",1001,"3",594.44373,"Autauga County","Alabama",55200,41.618,"S"
1250331441,5,"3","9",1001,"3",594.44373,"Autauga County","Alabama",55200,41.618,"S"
1255944755,1,"1","12",1001,"5",594.44373,"Autauga County","Alabama",55200,41.618,"S"
1241313747,1,"2","2",1001,"2",594.44373,"Autauga County","Alabama",55200,41.618,"S"
1239711963,1,"1","8",1003,"4",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1243710627,1,"1","9",1003,"4",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1241288691,1,"2","8",1003,"5",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1238088099,1,"1","97",1003,"4",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1248528449,1,"2","2",1003,"4",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1245334285,1,"2","10",1003,"2",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1250517731,2,"1","9",1003,"3",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1242984649,1,"2","9",1003,"3",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1236921217,1,"1","7",1003,"5",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1243785001,1,"2","13",1003,"5",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1244060705,1,"1","4",1003,"3",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1245141539,1,"1","10",1003,"3",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1232358853,1,"1","9",1003,"6",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1237387095,1,"2","7",1003,"5",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1237401941,1,"1","12",1003,"2",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1239785719,1,"1","2",1003,"5",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1249587319,4,"2","11",1003,"5",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1242174799,1,"1","5",1003,"3",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1240004273,1,"1","2",1003,"1",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1240922297,1,"1","4",1003,"5",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1246771173,1,"1","2",1003,"5",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1237597683,1,"1","97",1003,"1",1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
1240178173,3,"1","3",1007,"1",622.46137,"Bibb County","Alabama",22527,30.254,"S"
1247684019,3,"1","3",1007,"2",622.46137,"Bibb County","Alabama",22527,30.254,"S"
1249770903,1,"1","3",1009,"2",644.83075,"Blount County","Alabama",57645,34.976,"S"
1239525363,1,"1","6",1009,"2",644.83075,"Blount County","Alabama",57645,34.976,"S"
1232901141,7,"1","4",1009,"2",644.83075,"Blount County","Alabama",57645,34.976,"S"
1241151867,1,"1","4",1009,"3",644.83075,"Blount County","Alabama",57645,34.976,"S"
1242547227,1,"1","7",1009,"3",644.83075,"Blount County","Alabama",57645,34.976,"S"
1258550171,1,"1","4",1009,"3",644.83075,"Blount County","Alabama",57645,34.976,"S"
1237290325,1,"2","7",1009,"3",644.83075,"Blount County","Alabama",57645,34.976,"S"
1238969133,1,"1","4",1009,"2",644.83075,"Blount County","Alabama",57645,34.976,"S"
1248656031,2,"2","9",1011,"2",622.80565,"Bullock County","Alabama",10352,28.797,"S"
1254156615,1,"1","3",1013,"2",776.83855,"Butler County","Alabama",20025,36.45,"S"
1239888479,1,"1","9",1013,"3",776.83855,"Butler County","Alabama",20025,36.45,"S"
1236521681,1,"1","6",1015,"2",605.86753,"Calhoun County","Alabama",115098,37.12,"S"
1257695403,1,"2","3",1015,"4",605.86753,"Calhoun County","Alabama",115098,37.12,"S"
1239839321,1,"1","6",1015,"1",605.86753,"Calhoun County","Alabama",115098,37.12,"S"
1242630513,1,"1","4",1015,"3",605.86753,"Calhoun County","Alabama",115098,37.12,"S"
1236470083,1,"1","4",1015,"3",605.86753,"Calhoun County","Alabama",115098,37.12,"S"
1248143191,1,"1","4",1015,"3",605.86753,"Calhoun County","Alabama",115098,37.12,"S"
1243272597,1,"2","5",1015,"1",605.86753,"Calhoun County","Alabama",115098,37.12,"S"
1248678355,1,"1","5",1015,"2",605.86753,"Calhoun County","Alabama",115098,37.12,"S"
1237598873,1,"1","8",1015,"2",605.86753,"Calhoun County","Alabama",115098,37.12,"S"
1245176421,5,"1","1",1015,"2",605.86753,"Calhoun County","Alabama",115098,37.12,"S"
1239705503,1,"1","5",1015,"3",605.86753,"Calhoun County","Alabama",115098,37.12,"S"
1240113549,1,"1","3",1017,"2",596.56091,"Chambers County","Alabama",33826,33.859,"S"
1240610533,2,"2","10",1017,"3",596.56091,"Chambers County","Alabama",33826,33.859,"S"
1242175607,1,"1","4",1017,"1",596.56091,"Chambers County","Alabama",33826,33.859,"S"
1247882455,1,"1","5",1017,"2",596.56091,"Chambers County","Alabama",33826,33.859,"S"
1239196985,1,"1","3",1019,"1",553.52508,"Cherokee County","Alabama",25853,35.505,"S"
1235207747,1,"2","4",1019,"1",553.52508,"Cherokee County","Alabama",25853,35.505,"S"
1232722267,1,"1","4",1019,"1",553.52508,"Cherokee County","Alabama",25853,35.505,"S"
1247692743,1,"1","6",1019,"1",553.52508,"Cherokee County","Alabama",25853,35.505,"S"
1243837701,1,"1","6",1019,"2",553.52508,"Cherokee County","Alabama",25853,35.505,"S"
1237188817,1,"5","3",1021,"2",692.8515,"Chilton County","Alabama",43930,34.798,"S"
1232632513,1,"1","3",1021,"1",692.8515,"Chilton County","Alabama",43930,34.798,"S"
1232894267,1,"1","2",1021,"3",692.8515,"Chilton County","Alabama",43930,34.798,"S"
1255056359,2,"2","5",1025,"1",1238.4205,"Clarke County","Alabama",24387,36.361,"S"
1242525677,1,"1","5",1025,"2",1238.4205,"Clarke County","Alabama",24387,36.361,"S"
1254248211,5,"1","4",1027,"2",603.96104,"Clay County","Alabama",13378,33.53,"S"
1246428075,1,"1","8",1031,"3",678.98613,"Coffee County","Alabama",51288,43.094,"S"
1239833459,1,"1","11",1031,"2",678.98613,"Coffee County","Alabama",51288,43.094,"S"
1242915247,1,"1","11",1031,"2",678.98613,"Coffee County","Alabama",51288,43.094,"S"
1243934589,2,"2","4",1033,"1",592.74496,"Colbert County","Alabama",54495,38.378,"S"
1239191289,1,"1","4",1033,"4",592.74496,"Colbert County","Alabama",54495,38.378,"S"
1245877729,1,"1","10",1033,"4",592.74496,"Colbert County","Alabama",54495,38.378,"S"
1240773929,1,"1","2",1033,"2",592.74496,"Colbert County","Alabama",54495,38.378,"S"
1247686011,2,"5","3",1033,"1",592.74496,"Colbert County","Alabama",54495,38.378,"S"
1242500677,1,"1","9",1033,"5",592.74496,"Colbert County","Alabama",54495,38.378,"S"
1235355395,1,"2","4",1035,"1",850.20002,"Conecuh County","Alabama",12514,32.656,"S"
1236755515,1,"1","2",1037,"1",650.91067,"Coosa County","Alabama",10855,31.328,"S"
1246487739,1,"1","5",1039,"1",1030.5565,"Covington County","Alabama",37351,35.651,"S"
1232944003,6,"2","5",1039,"1",1030.5565,"Covington County","Alabama",37351,35.651,"S"
1237339049,2,"2","97",1041,"2",608.86491,"Crenshaw County","Alabama",13865,36.645,"S"
1239245173,1,"1","2",1041,"1",608.86491,"Crenshaw County","Alabama",13865,36.645,"S"
1237025581,1,"1","3",1043,"2",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1246344991,1,"1","10",1043,"3",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1240342137,1,"1","9",1043,"2",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1237562253,1,"1","8",1043,"2",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1241235505,3,"1","5",1043,"3",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1235764379,1,"1","8",1043,"3",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1242931753,1,"1","6",1043,"3",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1241042167,1,"1","6",1043,"1",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1238395773,1,"5","1",1043,"3",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1249692633,1,"1","6",1043,"1",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1243039823,1,"2","2",1043,"1",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1235500681,1,"1","3",1043,"2",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1237560447,1,"1","4",1043,"3",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1253319093,1,"1","6",1043,"3",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1242617695,7,"1","5",1043,"1",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1246253815,1,"1","10",1043,"2",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1237561717,1,"1","97",1043,"3",734.78063,"Cullman County","Alabama",82313,39.607,"S"
1239067927,1,"2","7",1045,"4",561.10088,"Dale County","Alabama",49255,36.613,"S"
1256466715,1,"1","2",1045,"3",561.10088,"Dale County","Alabama",49255,36.613,"S"
1236783777,1,"1","5",1045,"2",561.10088,"Dale County","Alabama",49255,36.613,"S"
1232396669,2,"2","7",1045,"3",561.10088,"Dale County","Alabama",49255,36.613,"S"
1242985643,1,"5","5",1045,"4",561.10088,"Dale County","Alabama",49255,36.613,"S"
1247686221,2,"2","2",1047,"2",978.73797,"Dallas County","Alabama",40029,36.026,"S"
1249716133,2,"2","2",1047,"3",978.73797,"Dallas County","Alabama",40029,36.026,"S"
1238567183,2,"2","10",1047,"3",978.73797,"Dallas County","Alabama",40029,36.026,"S"
1248166139,1,"1","4",1047,"1",978.73797,"Dallas County","Alabama",40029,36.026,"S"
1240137469,2,"2","1",1047,"4",978.73797,"Dallas County","Alabama",40029,36.026,"S"
1244983965,2,"2","1",1047,"1",978.73797,"Dallas County","Alabama",40029,36.026,"S"
1255773645,1,"1","6",1049,"4",777.09877,"DeKalb County","Alabama",71200,31.916,"S"
1248031215,1,"2","7",1049,"5",777.09877,"DeKalb County","Alabama",71200,31.916,"S"
1255889081,1,"3","4",1049,"2",777.09877,"DeKalb County","Alabama",71200,31.916,"S"
1245332171,1,"5","3",1049,"2",777.09877,"DeKalb County","Alabama",71200,31.916,"S"
1252669791,1,"1","8",1049,"1",777.09877,"DeKalb County","Alabama",71200,31.916,"S"
1241067473,1,"1","4",1049,"2",777.09877,"DeKalb County","Alabama",71200,31.916,"S"
1249718689,1,"1","3",1049,"2",777.09877,"DeKalb County","Alabama",71200,31.916,"S"
1235539349,1,"1","5",1049,"1",777.09877,"DeKalb County","Alabama",71200,31.916,"S"
1239121961,1,"1","97",1051,"1",618.44653,"Elmore County","Alabama",81212,42.269,"S"
1242858985,1,"1","4",1051,"1",618.44653,"Elmore County","Alabama",81212,42.269,"S"
1243802673,1,"2","9",1051,"3",618.44653,"Elmore County","Alabama",81212,42.269,"S"
1241623057,1,"1","5",1051,"4",618.44653,"Elmore County","Alabama",81212,42.269,"S"
1240548503,1,"1","8",1051,"5",618.44653,"Elmore County","Alabama",81212,42.269,"S"
1236922079,1,"1","6",1051,"1",618.44653,"Elmore County","Alabama",81212,42.269,"S"
1235370527,1,"1","10",1051,"2",618.44653,"Elmore County","Alabama",81212,42.269,"S"
1235179067,1,"1","3",1051,"4",618.44653,"Elmore County","Alabama",81212,42.269,"S"
1237025379,1,"5","97",1051,"1",618.44653,"Elmore County","Alabama",81212,42.269,"S"
1232358993,1,"2","7",1051,"1",618.44653,"Elmore County","Alabama",81212,42.269,"S"
1241045275,1,"2","10",1051,"3",618.44653,"Elmore County","Alabama",81212,42.269,"S"
1248094531,1,"1","5",1053,"1",945.22257,"Escambia County","Alabama",37328,32.996,"S"
1247693019,1,"1","97",1053,"4",945.22257,"Escambia County","Alabama",37328,32.996,"S"
1237906051,1,"1","2",1053,"5",945.22257,"Escambia County","Alabama",37328,32.996,"S"
1239920561,2,"1","4",1053,"3",945.22257,"Escambia County","Alabama",37328,32.996,"S"
1246280145,1,"1","12",1053,"2",945.22257,"Escambia County","Alabama",37328,32.996,"S"
1238817401,1,"1","5",1053,"1",945.22257,"Escambia County","Alabama",37328,32.996,"S"
1245502415,3,"1","4",1055,"5",535.28186,"Etowah County","Alabama",102939,36.918,"S"
1236915417,1,"1","2",1055,"2",535.28186,"Etowah County","Alabama",102939,36.918,"S"
1242454173,1,"1","2",1055,"1",535.28186,"Etowah County","Alabama",102939,36.918,"S"
1237893059,1,"2","7",1055,"1",535.28186,"Etowah County","Alabama",102939,36.918,"S"
1242287279,1,"1","4",1055,"3",535.28186,"Etowah County","Alabama",102939,36.918,"S"
1253270215,1,"1","3",1055,"2",535.28186,"Etowah County","Alabama",102939,36.918,"S"
1236652485,1,"1","3",1055,"3",535.28186,"Etowah County","Alabama",102939,36.918,"S"
1251488021,1,"1","97",1055,"3",535.28186,"Etowah County","Alabama",102939,36.918,"S"
1253998807,1,"1","6",1055,"4",535.28186,"Etowah County","Alabama",102939,36.918,"S"
1235835997,1,"2","3",1055,"5",535.28186,"Etowah County","Alabama",102939,36.918,"S"
1239912401,1,"1","2",1055,"3",535.28186,"Etowah County","Alabama",102939,36.918,"S"
1239755037,2,"2","6",1057,"1",627.68372,"Fayette County","Alabama",16585,34.966,"S"
1238881249,1,"1","5",1059,"2",633.91854,"Franklin County","Alabama",31542,34.318,"S"
1235594243,1,"2","6",1059,"1",633.91854,"Franklin County","Alabama",31542,34.318,"S"
1244489349,1,"1","97",1059,"2",633.91854,"Franklin County","Alabama",31542,34.318,"S"
1240353487,1,"1","4",1059,"2",633.91854,"Franklin County","Alabama",31542,34.318,"S"
1240306519,2,"2","1",1063,"1",647.0231,"Greene County","Alabama",8426,32.359,"S"
1238130071,2,"2","6",1063,"1",647.0231,"Greene County","Alabama",8426,32.359,"S"
1240652573,3,"1","9",1067,"2",561.75033,"Henry County","Alabama",17124,40.36,"S"
1238622531,2,"2","4",1067,"4",561.75033,"Henry County","Alabama",17124,40.36,"S"
1238289573,2,"2","3",1067,"2",561.75033,"Henry County","Alabama",17124,40.36,"S"
1244198859,1,"2","9",1067,"1",561.75033,"Henry County","Alabama",17124,40.36,"S"
1232132153,1,"1","9",1067,"4",561.75033,"Henry County","Alabama",17124,40.36,"S"
1243711743,1,"1","3",1069,"2",579.86932,"Houston County","Alabama",104352,42.398,"S"
1237229893,2,"2","6",1069,"4",579.86932,"Houston County","Alabama",104352,42.398,"S"
1248569717,2,"2","11",1069,"3",579.86932,"Houston County","Alabama",104352,42.398,"S"
1236951999,1,"1","97",1069,"3",579.86932,"Houston County","Alabama",104352,42.398,"S"
1241343997,2,"2","3",1069,"2",579.86932,"Houston County","Alabama",104352,42.398,"S"
1248069659,1,"1","11",1069,"2",579.86932,"Houston County","Alabama",104352,42.398,"S"
1243228803,2,"2","9",1069,"3",579.86932,"Houston County","Alabama",104352,42.398,"S"
1238655623,1,"2","5",1069,"3",579.86932,"Houston County","Alabama",104352,42.398,"S"
1235467583,1,"2","3",1071,"2",1077.9873,"Jackson County","Alabama",52094,36.567,"S"
1237805999,7,"2","2",1071,"3",1077.9873,"Jackson County","Alabama",52094,36.567,"S"
1240323667,1,"2","6",1071,"3",1077.9873,"Jackson County","Alabama",52094,36.567,"S"
1245877313,1,"1","5",1071,"1",1077.9873,"Jackson County","Alabama",52094,36.567,"S"
1239855461,1,"5","2",1071,"6",1077.9873,"Jackson County","Alabama",52094,36.567,"S"
1238132819,7,"1","2",1071,"2",1077.9873,"Jackson County","Alabama",52094,36.567,"S"
1246436405,1,"1","97",1071,"1",1077.9873,"Jackson County","Alabama",52094,36.567,"S"
1247016917,1,"1","4",1071,"1",1077.9873,"Jackson County","Alabama",52094,36.567,"S"
1242860413,1,"1","12",1071,"3",1077.9873,"Jackson County","Alabama",52094,36.567,"S"
1256709489,1,"2","12",1073,"5",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1251093969,1,"2","9",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1241122423,1,"1","6",1073,"5",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1248591891,2,"2","4",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1238398873,1,"2","7",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1247686339,2,"2","8",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1240603795,1,"1","9",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1255790755,1,"1","4",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1246081705,2,"2","8",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1238288253,1,"3","97",1073,"5",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1243893409,2,"2","9",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1238624979,1,"1","8",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1239818293,2,"2","12",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1240981457,2,"2","3",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1238734205,7,"2","2",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1245501799,2,"2","12",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1255937569,1,"2","8",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1242358881,1,"1","5",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1241186813,2,"2","1",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1240674373,1,"1","6",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1240420077,1,"2","1",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1235378947,1,"1","97",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1240581961,2,"2","5",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1245222471,2,"2","97",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1238711717,1,"2","1",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1235648971,1,"2","12",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1232541301,1,"1","97",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1236865769,1,"2","8",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1243819335,1,"2","12",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1246452547,1,"1","8",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1235701653,4,"2","97",1073,"5",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1236994627,2,"2","3",1073,"5",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1238768561,2,"2","2",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1243956921,1,"1","3",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1237141973,1,"1","6",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1245395035,1,"1","9",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1237436763,1,"2","12",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1239162255,2,"1","97",1073,"5",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1236815211,1,"5","4",1073,"5",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1243932675,2,"2","3",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1247215903,1,"1","2",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1241149777,1,"2","6",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1238233521,1,"2","14",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1238092571,1,"5","13",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1242134923,2,"2","4",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1236555733,1,"2","7",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1249717145,1,"3","12",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1248506191,1,"1","9",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1235705235,1,"1","7",1073,"5",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1239037385,2,"2","8",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1239036773,1,"1","4",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1237903897,1,"2","97",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1236647271,1,"2","7",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1248466865,2,"2","97",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1238729665,2,"2","5",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1255982427,1,"1","10",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1236786977,2,"2","1",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1237903709,1,"1","10",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1242932893,1,"2","3",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1239756023,2,"2","7",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1232572849,1,"2","3",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1238335209,1,"1","10",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1237941297,1,"1","4",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1243696057,1,"2","3",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1236624441,1,"1","11",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1242822191,1,"2","12",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1243415979,1,"1","4",1073,"5",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1240610231,1,"1","97",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1237338997,1,"1","4",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1241094591,1,"1","7",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1237524943,1,"1","8",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1237027115,1,"1","97",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1239305511,7,"2","2",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1257817079,2,"2","1",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1252668905,2,"2","9",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1239493741,1,"2","6",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1251673391,1,"1","11",1073,"3",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1240349241,1,"2","2",1073,"5",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1242121503,2,"2","6",1073,"1",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1242355223,2,"2","1",1073,"5",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1243809183,1,"2","8",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1235770495,1,"2","9",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1244526481,6,"1","15",1073,"5",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1241631461,2,"2","5",1073,"4",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1235438893,1,"1","3",1073,"2",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1239475301,2,"2","3",1073,"5",1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
1239981585,1,"1","3",1075,"2",604.84629,"Lamar County","Alabama",13933,33.496,"S"
1239039363,1,"2","6",1077,"5",668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
1253612769,1,"2","7",1077,"3",668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
1242502687,7,"1","9",1077,"2",668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
1254939775,1,"1","12",1077,"4",668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
1232441401,1,"2","8",1077,"2",668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
1232661161,1,"2","7",1077,"3",668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
1260058867,1,"2","9",1077,"4",668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
1243259117,1,"5","4",1077,"1",668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
1240459851,2,"3","6",1077,"1",668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
1236630535,1,"1","6",1081,"3",607.55067,"Lee County","Alabama",159287,38.036,"S"
1247688103,1,"1","2",1081,"1",607.55067,"Lee County","Alabama",159287,38.036,"S"
1241209637,1,"1","4",1081,"3",607.55067,"Lee County","Alabama",159287,38.036,"S"
1237562435,1,"1","10",1081,"2",607.55067,"Lee County","Alabama",159287,38.036,"S"
1234922453,1,"2","6",1081,"2",607.55067,"Lee County","Alabama",159287,38.036,"S"
1234926137,1,"2","5",1081,"3",607.55067,"Lee County","Alabama",159287,38.036,"S"
1242276489,1,"1","7",1081,"4",607.55067,"Lee County","Alabama",159287,38.036,"S"
1250688865,1,"1","4",1081,"3",607.55067,"Lee County","Alabama",159287,38.036,"S"
1237748789,1,"1","6",1083,"2",559.95545,"Limestone County","Alabama",93052,42.546,"S"
1255925533,1,"2","12",1083,"5",559.95545,"Limestone County","Alabama",93052,42.546,"S"
1242158095,1,"1","4",1083,"3",559.95545,"Limestone County","Alabama",93052,42.546,"S"
1237645213,1,"1","4",1083,"4",559.95545,"Limestone County","Alabama",93052,42.546,"S"
1232542677,1,"2","12",1089,"5",801.58333,"Madison County","Alabama",357560,51.445,"S"
1240325263,1,"1","9",1089,"5",801.58333,"Madison County","Alabama",357560,51.445,"S"
1237497647,2,"2","97",1089,"5",801.58333,"Madison County","Alabama",357560,51.445,"S"
1239936093,1,"2","6",1089,"4",801.58333,"Madison County","Alabama",357560,51.445,"S"
1236105077,1,"1","3",1089,"3",801.58333,"Madison County","Alabama",357560,51.445,"S"
1239116821,3,"2","9",1089,"2",801.58333,"Madison County","Alabama",357560,51.445,"S"
1261151693,1,"1","6",1089,"4",801.58333,"Madison County","Alabama",357560,51.445,"S"
1245198729,1,"2","6",1089,"2",801.58333,"Madison County","Alabama",357560,51.445,"S"
1251663345,3,"2","12",1089,"3",801.58333,"Madison County","Alabama",357560,51.445,"S"
1240323267,1,"2","9",1089,"5",801.58333,"Madison County","Alabama",357560,51.445,"S"
1234861411,1,"2","3",1089,"2",801.58333,"Madison County","Alabama",357560,51.445,"S"
1237561263,1,"1","4",1089,"4",801.58333,"Madison County","Alabama",357560,51.445,"S"
1237463955,1,"1","1",1089,"2",801.58333,"Madison County","Alabama",357560,51.445,"S"
1242727973,2,"2","8",1089,"3",801.58333,"Madison County","Alabama",357560,51.445,"S"
1234802849,2,"2","6",1089,"1",801.58333,"Madison County","Alabama",357560,51.445,"S"
1257024579,6,"2","4",1089,"2",801.58333,"Madison County","Alabama",357560,51.445,"S"
1235703901,1,"3","5",1089,"2",801.58333,"Madison County","Alabama",357560,51.445,"S"
